Timestamp,Episode,Step,Reward,AS_0,AS_1,AS_2,AS_3,AS_4,AS_5,AS_6,AS_7,AS_8,AS_9,AS_10,AS_11,AS_12,AS_13,AS_14,AS_15,AS_16,AS_17,AS_18,AS_19,AS_20,AS_21,AS_22,AS_23,AS_24,AS_25,AS_26,AS_27,AS_28,AS_29,AS_30,AS_31,AS_32,AS_33,AS_34,AS_35,AS_36,AS_37,AS_38,AS_39,AS_40,AS_41,AS_42,AS_43,AS_44,AS_45,AS_46,AS_47,AS_48,AS_49,AS_50,AS_51,AS_52,AS_53,AS_54,AS_55,AS_56,AS_57,AS_58,AS_59,AS_60,AS_61,AS_62,AS_63,AS_64,AS_65,AS_66,AS_67,AS_68,AS_69,AS_70,AS_71,AS_72,AS_73,AS_74,AS_75,AS_76,AS_77,AS_78,AS_79,AS_80,AS_81,AS_82,AS_83,AS_84,AS_85,AS_86,AS_87,AS_88,AS_89,AS_90,AS_91,AS_92,AS_93,AS_94,node_1_id,node_1_hardware_status,node_1_os_status,node_1_fs_status,node_1_service_TCP_status,node_1_service_TCP_SQL_status,node_1_service_UDP_status,node_2_id,node_2_hardware_status,node_2_os_status,node_2_fs_status,node_2_service_TCP_status,node_2_service_TCP_SQL_status,node_2_service_UDP_status,node_3_id,node_3_hardware_status,node_3_os_status,node_3_fs_status,node_3_service_TCP_status,node_3_service_TCP_SQL_status,node_3_service_UDP_status,node_4_id,node_4_hardware_status,node_4_os_status,node_4_fs_status,node_4_service_TCP_status,node_4_service_TCP_SQL_status,node_4_service_UDP_status,node_5_id,node_5_hardware_status,node_5_os_status,node_5_fs_status,node_5_service_TCP_status,node_5_service_TCP_SQL_status,node_5_service_UDP_status,node_6_id,node_6_hardware_status,node_6_os_status,node_6_fs_status,node_6_service_TCP_status,node_6_service_TCP_SQL_status,node_6_service_UDP_status,node_7_id,node_7_hardware_status,node_7_os_status,node_7_fs_status,node_7_service_TCP_status,node_7_service_TCP_SQL_status,node_7_service_UDP_status,node_8_id,node_8_hardware_status,node_8_os_status,node_8_fs_status,node_8_service_TCP_status,node_8_service_TCP_SQL_status,node_8_service_UDP_status,node_9_id,node_9_hardware_status,node_9_os_status,node_9_fs_status,node_9_service_TCP_status,node_9_service_TCP_SQL_status,node_9_service_UDP_status,link_10_id,link_10_n/a,link_10_n/a,link_10_n/a,link_10_service_TCP_load,link_10_service_TCP_SQL_load,link_10_service_UDP_load,link_11_id,link_11_n/a,link_11_n/a,link_11_n/a,link_11_service_TCP_load,link_11_service_TCP_SQL_load,link_11_service_UDP_load,link_12_id,link_12_n/a,link_12_n/a,link_12_n/a,link_12_service_TCP_load,link_12_service_TCP_SQL_load,link_12_service_UDP_load,link_13_id,link_13_n/a,link_13_n/a,link_13_n/a,link_13_service_TCP_load,link_13_service_TCP_SQL_load,link_13_service_UDP_load,link_14_id,link_14_n/a,link_14_n/a,link_14_n/a,link_14_service_TCP_load,link_14_service_TCP_SQL_load,link_14_service_UDP_load,link_15_id,link_15_n/a,link_15_n/a,link_15_n/a,link_15_service_TCP_load,link_15_service_TCP_SQL_load,link_15_service_UDP_load,link_16_id,link_16_n/a,link_16_n/a,link_16_n/a,link_16_service_TCP_load,link_16_service_TCP_SQL_load,link_16_service_UDP_load,link_17_id,link_17_n/a,link_17_n/a,link_17_n/a,link_17_service_TCP_load,link_17_service_TCP_SQL_load,link_17_service_UDP_load,link_18_id,link_18_n/a,link_18_n/a,link_18_n/a,link_18_service_TCP_load,link_18_service_TCP_SQL_load,link_18_service_UDP_load
2024-08-18 10:33:48.031905,2,79,-0.0335,15,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:48.226384,2,80,-0.0335,78,1,1,1,1,1,0,2,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:48.422473,2,81,-0.0335,31,1,1,1,1,1,0,2,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:48.615531,2,82,-0.0335,74,1,1,1,1,1,0,2,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:48.805000,2,83,-0.033,107,1,1,1,1,1,0,2,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:48.995398,2,84,-0.037500000000000006,69,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:49.185685,2,85,-0.04000000000000001,9,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,3,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,100000,0,0
2024-08-18 10:33:49.374041,2,86,-0.04000000000000001,121,1,3,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,3,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,50000,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,50000,0,0
2024-08-18 10:33:49.562538,2,87,-0.04250000000000001,52,1,3,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,3,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,50000,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,50000,0,0
2024-08-18 10:33:49.753001,2,88,-0.038000000000000006,105,1,3,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,3,1,1,1,0,1,5,3,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,0,0
2024-08-18 10:33:49.950032,2,89,-0.038000000000000006,41,1,3,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,3,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,10000,0,0
2024-08-18 10:33:50.142207,2,90,-0.04050000000000001,113,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,2,1,0,0,0,4,3,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,10000,0,0
2024-08-18 10:33:50.341858,2,91,-0.04250000000000001,85,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,2,1,0,0,0,4,3,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,3,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,10000,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,10000,0,0
2024-08-18 10:33:50.536266,2,92,-0.04250000000000001,107,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,2,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,2,1,0,0,0,7,2,1,1,1,1,0,8,3,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,0,0
2024-08-18 10:33:50.737166,2,93,-0.04200000000000001,121,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,2,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,2,1,0,0,0,7,2,1,1,1,1,0,8,3,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,0,0
2024-08-18 10:33:50.929080,2,94,-0.04150000000000001,33,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,2,1,0,0,0,7,2,1,1,1,1,0,8,3,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,0,0
2024-08-18 10:33:51.121584,2,95,-0.033,29,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,2,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,0,0
2024-08-18 10:33:51.318851,2,96,-0.033,121,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:51.509850,2,97,-0.033,18,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:51.707703,2,98,-0.032,91,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,2,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:51.908576,2,99,-0.032,121,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:52.107812,2,100,-0.0345,7,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:52.303609,2,101,-0.0345,105,1,3,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,50000,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:52.502116,2,102,-0.0345,123,1,3,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,50000,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:52.694678,2,103,-0.0345,0,1,3,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,50000,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:52.880800,2,104,-0.032,74,1,3,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,0,0,0,11,0,0,0,50000,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:53.072653,2,105,-0.032,121,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:53.264761,2,106,-0.0345,27,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:53.462265,2,107,-0.0345,74,1,1,1,1,1,0,1,2,1,2,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,0,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:53.655848,2,108,-0.0345,121,1,1,1,1,1,0,1,2,1,2,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,0,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:53.853061,2,109,-0.0345,106,1,1,1,1,1,0,1,2,1,2,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,0,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:54.042416,2,110,-0.032,31,1,1,1,1,1,0,1,2,1,2,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,0,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:54.235219,2,111,-0.032,59,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:54.427994,2,112,-0.032,121,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:54.623191,2,113,-0.032,74,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:54.816756,2,114,-0.032,17,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:55.010354,2,115,-0.032,74,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:55.205424,2,116,-0.0345,22,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,50000,0,0,12,0,0,0,100000,0,0,13,0,0,0,0,0,0,14,0,0,0,100000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,110000,0,0
2024-08-18 10:33:55.395960,2,117,-0.0345,121,1,1,1,1,1,0,1,2,3,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,0,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:56.156014,2,118,-0.0345,121,1,1,1,1,1,0,1,2,3,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,0,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:56.349064,2,119,-0.0345,121,1,1,1,1,1,0,1,2,3,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,0,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
2024-08-18 10:33:56.547046,2,120,-0.032,121,1,1,1,1,1,0,1,2,3,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,5,1,1,1,1,0,8,1,1,1,1,1,1,9,1,1,1,1,0,0,10,0,0,0,50000,0,0,11,0,0,0,0,0,0,12,0,0,0,50000,0,0,13,0,0,0,0,0,0,14,0,0,0,50000,0,0,15,0,0,0,20000,0,0,16,0,0,0,0,0,0,17,0,0,0,10000,0,0,18,0,0,0,60000,0,0
